date,province,max,min,rain,humidi,averageTemp
2014-11-12,Ho Chi Minh City,33.0,25.0,3.1,79.0,29.0
2014-11-13,Ho Chi Minh City,33.0,25.0,2.6,79.0,29.0
2014-11-14,Ho Chi Minh City,34.0,24.0,0.0,74.0,29.0
2014-11-15,Ho Chi Minh City,34.0,24.0,1.7,76.0,29.0
2014-11-16,Ho Chi Minh City,33.0,24.0,0.0,75.0,28.5
2014-11-17,Ho Chi Minh City,33.0,24.0,0.1,75.0,28.5
2014-11-18,Ho Chi Minh City,33.0,24.0,0.2,71.0,28.5
2014-11-19,Ho Chi Minh City,33.0,23.0,1.9,73.0,28.0
2014-11-20,Ho Chi Minh City,33.0,24.0,1.4,76.0,28.5
2014-11-21,Ho Chi Minh City,32.0,24.0,7.6,78.0,28.0
2014-11-22,Ho Chi Minh City,32.0,24.0,3.5,80.0,28.0
2014-11-23,Ho Chi Minh City,32.0,24.0,1.5,82.0,28.0
2014-11-24,Ho Chi Minh City,32.0,24.0,4.1,82.0,28.0
2014-11-25,Ho Chi Minh City,32.0,25.0,7.9,80.0,28.5
2014-11-26,Ho Chi Minh City,32.0,24.0,8.6,82.0,28.0
2014-11-27,Ho Chi Minh City,32.0,24.0,2.8,81.0,28.0
2014-11-28,Ho Chi Minh City,32.0,24.0,1.8,81.0,28.0
2014-11-29,Ho Chi Minh City,32.0,24.0,0.1,79.0,28.0
2014-11-30,Ho Chi Minh City,30.0,24.0,0.9,81.0,27.0
2014-12-01,Ho Chi Minh City,31.0,24.0,0.9,75.0,27.5
2014-12-02,Ho Chi Minh City,32.0,25.0,1.1,82.0,28.5
2014-12-03,Ho Chi Minh City,31.0,24.0,4.0,83.0,27.5
2014-12-04,Ho Chi Minh City,31.0,24.0,1.4,82.0,27.5
2014-12-05,Ho Chi Minh City,32.0,24.0,0.7,79.0,28.0
2014-12-06,Ho Chi Minh City,31.0,24.0,4.4,82.0,27.5
2014-12-07,Ho Chi Minh City,31.0,24.0,1.5,83.0,27.5
2014-12-08,Ho Chi Minh City,31.0,23.0,0.7,79.0,27.0
2014-12-09,Ho Chi Minh City,31.0,23.0,0.5,77.0,27.0
2014-12-10,Ho Chi Minh City,31.0,21.0,0.0,73.0,26.0
2014-12-11,Ho Chi Minh City,32.0,23.0,0.9,73.0,27.5
2014-12-12,Ho Chi Minh City,29.0,22.0,2.0,83.0,25.5
2014-12-13,Ho Chi Minh City,31.0,23.0,4.4,82.0,27.0
2014-12-14,Ho Chi Minh City,31.0,22.0,0.0,76.0,26.5
2014-12-15,Ho Chi Minh City,31.0,22.0,0.0,75.0,26.5
2014-12-16,Ho Chi Minh City,31.0,24.0,1.9,79.0,27.5
2014-12-17,Ho Chi Minh City,31.0,22.0,0.0,76.0,26.5
2014-12-18,Ho Chi Minh City,29.0,21.0,1.5,72.0,25.0
2014-12-19,Ho Chi Minh City,32.0,21.0,1.7,80.0,26.5
2014-12-20,Ho Chi Minh City,31.0,23.0,1.6,78.0,27.0
2014-12-21,Ho Chi Minh City,32.0,23.0,1.3,78.0,27.5
2014-12-22,Ho Chi Minh City,31.0,23.0,0.1,73.0,27.0
2014-12-23,Ho Chi Minh City,31.0,21.0,0.0,71.0,26.0
2014-12-24,Ho Chi Minh City,32.0,24.0,0.0,71.0,28.0
2014-12-25,Ho Chi Minh City,32.0,25.0,0.8,72.0,28.5
2014-12-26,Ho Chi Minh City,33.0,25.0,5.2,75.0,29.0
2014-12-27,Ho Chi Minh City,32.0,24.0,0.7,77.0,28.0
2014-12-28,Ho Chi Minh City,32.0,24.0,0.5,75.0,28.0
2014-12-29,Ho Chi Minh City,30.0,22.0,0.0,73.0,26.0
2014-12-30,Ho Chi Minh City,29.0,22.0,0.0,71.0,25.5
2014-12-31,Ho Chi Minh City,28.0,21.0,0.0,75.0,24.5
2015-01-01,Ho Chi Minh City,31.0,22.0,0.2,72.0,26.5
2015-01-02,Ho Chi Minh City,29.0,21.0,0.5,73.0,25.0
2015-01-03,Ho Chi Minh City,32.0,22.0,0.0,67.0,27.0
2015-01-04,Ho Chi Minh City,32.0,24.0,0.0,71.0,28.0
2015-01-05,Ho Chi Minh City,33.0,24.0,1.1,70.0,28.5
2015-01-06,Ho Chi Minh City,33.0,25.0,4.7,74.0,29.0
2015-01-07,Ho Chi Minh City,33.0,24.0,1.4,74.0,28.5
2015-01-08,Ho Chi Minh City,33.0,25.0,0.0,69.0,29.0
2015-01-09,Ho Chi Minh City,34.0,24.0,0.0,66.0,29.0
2015-01-10,Ho Chi Minh City,33.0,24.0,0.0,68.0,28.5
2015-01-11,Ho Chi Minh City,33.0,24.0,0.1,69.0,28.5
2015-01-12,Ho Chi Minh City,34.0,24.0,2.0,70.0,29.0
2015-01-13,Ho Chi Minh City,32.0,24.0,3.2,72.0,28.0
2015-01-14,Ho Chi Minh City,35.0,23.0,0.0,68.0,29.0
2015-01-15,Ho Chi Minh City,35.0,23.0,0.0,56.0,29.0
2015-01-16,Ho Chi Minh City,34.0,22.0,0.0,61.0,28.0
2015-01-17,Ho Chi Minh City,31.0,22.0,0.0,61.0,26.5
2015-01-18,Ho Chi Minh City,31.0,21.0,0.0,60.0,26.0
2015-01-19,Ho Chi Minh City,31.0,22.0,0.0,60.0,26.5
2015-01-20,Ho Chi Minh City,32.0,22.0,0.0,58.0,27.0
2015-01-21,Ho Chi Minh City,34.0,23.0,0.0,62.0,28.5
2015-01-22,Ho Chi Minh City,32.0,22.0,0.0,64.0,27.0
2015-01-23,Ho Chi Minh City,33.0,22.0,0.0,61.0,27.5
2015-01-24,Ho Chi Minh City,34.0,23.0,0.0,61.0,28.5
2015-01-25,Ho Chi Minh City,35.0,23.0,0.0,60.0,29.0
2015-01-26,Ho Chi Minh City,35.0,23.0,0.0,60.0,29.0
2015-01-27,Ho Chi Minh City,35.0,23.0,0.0,57.0,29.0
2015-01-28,Ho Chi Minh City,35.0,24.0,0.0,62.0,29.5
2015-01-29,Ho Chi Minh City,36.0,21.0,0.0,61.0,28.5
2015-01-30,Ho Chi Minh City,35.0,23.0,0.0,62.0,29.0
2015-01-31,Ho Chi Minh City,35.0,22.0,0.0,56.0,28.5
2015-02-01,Ho Chi Minh City,33.0,23.0,0.0,52.0,28.0
2015-02-02,Ho Chi Minh City,33.0,22.0,0.0,51.0,27.5
2015-02-03,Ho Chi Minh City,33.0,22.0,0.0,56.0,27.5
2015-02-04,Ho Chi Minh City,33.0,23.0,0.0,56.0,28.0
2015-02-05,Ho Chi Minh City,34.0,22.0,0.0,54.0,28.0
2015-02-06,Ho Chi Minh City,34.0,22.0,0.0,51.0,28.0
2015-02-07,Ho Chi Minh City,33.0,22.0,0.0,57.0,27.5
2015-02-08,Ho Chi Minh City,33.0,22.0,0.0,56.0,27.5
2015-02-09,Ho Chi Minh City,33.0,21.0,0.0,55.0,27.0
2015-02-10,Ho Chi Minh City,34.0,21.0,0.0,53.0,27.5
2015-02-11,Ho Chi Minh City,34.0,22.0,0.0,57.0,28.0
2015-02-12,Ho Chi Minh City,33.0,21.0,0.0,56.0,27.0
2015-02-13,Ho Chi Minh City,33.0,22.0,0.0,58.0,27.5
2015-02-14,Ho Chi Minh City,33.0,22.0,0.0,62.0,27.5
2015-02-15,Ho Chi Minh City,33.0,23.0,0.0,65.0,28.0
2015-02-16,Ho Chi Minh City,34.0,22.0,0.0,67.0,28.0
2015-02-17,Ho Chi Minh City,35.0,23.0,0.0,59.0,29.0
2015-02-18,Ho Chi Minh City,36.0,24.0,0.0,60.0,30.0
2015-02-19,Ho Chi Minh City,34.0,24.0,0.4,61.0,29.0
2015-02-20,Ho Chi Minh City,35.0,24.0,0.0,59.0,29.5
2015-02-21,Ho Chi Minh City,35.0,24.0,0.0,64.0,29.5
2015-02-22,Ho Chi Minh City,34.0,24.0,0.0,64.0,29.0
2015-02-23,Ho Chi Minh City,34.0,24.0,0.0,66.0,29.0
2015-02-24,Ho Chi Minh City,33.0,24.0,0.4,69.0,28.5
2015-02-25,Ho Chi Minh City,34.0,24.0,0.0,68.0,29.0
2015-02-26,Ho Chi Minh City,35.0,24.0,0.0,64.0,29.5
2015-02-27,Ho Chi Minh City,35.0,25.0,0.1,65.0,30.0
2015-02-28,Ho Chi Minh City,35.0,26.0,0.0,65.0,30.5
2015-03-01,Ho Chi Minh City,36.0,25.0,0.0,59.0,30.5
2015-03-02,Ho Chi Minh City,35.0,25.0,0.0,59.0,30.0
2015-03-03,Ho Chi Minh City,35.0,25.0,0.0,62.0,30.0
2015-03-04,Ho Chi Minh City,35.0,25.0,0.1,66.0,30.0
2015-03-05,Ho Chi Minh City,35.0,25.0,0.0,63.0,30.0
2015-03-06,Ho Chi Minh City,35.0,25.0,0.0,63.0,30.0
2015-03-07,Ho Chi Minh City,35.0,25.0,0.0,61.0,30.0
2015-03-08,Ho Chi Minh City,36.0,25.0,0.0,58.0,30.5
2015-03-09,Ho Chi Minh City,36.0,25.0,0.0,59.0,30.5
2015-03-10,Ho Chi Minh City,26.0,25.0,0.0,64.0,25.5
2015-03-11,Ho Chi Minh City,35.0,25.0,0.2,58.0,30.0
2015-03-12,Ho Chi Minh City,36.0,25.0,0.0,58.0,30.5
2015-03-13,Ho Chi Minh City,36.0,25.0,0.0,59.0,30.5
2015-03-14,Ho Chi Minh City,36.0,25.0,0.0,60.0,30.5
2015-03-15,Ho Chi Minh City,36.0,25.0,0.2,60.0,30.5
2015-03-16,Ho Chi Minh City,36.0,25.0,0.6,60.0,30.5
2015-03-17,Ho Chi Minh City,35.0,25.0,0.4,61.0,30.0
2015-03-18,Ho Chi Minh City,36.0,25.0,0.4,61.0,30.5
2015-03-19,Ho Chi Minh City,35.0,25.0,0.8,63.0,30.0
2015-03-20,Ho Chi Minh City,34.0,25.0,0.2,65.0,29.5
2015-03-21,Ho Chi Minh City,35.0,25.0,0.0,57.0,30.0
2015-03-22,Ho Chi Minh City,35.0,25.0,0.0,60.0,30.0
2015-03-23,Ho Chi Minh City,36.0,25.0,0.0,58.0,30.5
2015-03-24,Ho Chi Minh City,36.0,25.0,0.0,55.0,30.5
2015-03-25,Ho Chi Minh City,37.0,26.0,0.0,50.0,31.5
2015-03-26,Ho Chi Minh City,38.0,27.0,0.0,51.0,32.5
2015-03-27,Ho Chi Minh City,37.0,27.0,1.1,51.0,32.0
2015-03-28,Ho Chi Minh City,37.0,26.0,0.0,52.0,31.5
2015-03-29,Ho Chi Minh City,37.0,27.0,0.0,53.0,32.0
2015-03-30,Ho Chi Minh City,37.0,26.0,0.1,58.0,31.5
2015-03-31,Ho Chi Minh City,36.0,26.0,0.0,59.0,31.0
2015-04-01,Ho Chi Minh City,37.0,26.0,0.0,63.0,31.5
2015-04-02,Ho Chi Minh City,37.0,27.0,0.1,61.0,32.0
2015-04-03,Ho Chi Minh City,36.0,27.0,5.0,63.0,31.5
2015-04-04,Ho Chi Minh City,35.0,27.0,3.3,66.0,31.0
2015-04-05,Ho Chi Minh City,35.0,27.0,0.4,63.0,31.0
2015-04-06,Ho Chi Minh City,36.0,27.0,0.0,60.0,31.5
2015-04-07,Ho Chi Minh City,36.0,27.0,0.0,60.0,31.5
2015-04-08,Ho Chi Minh City,38.0,26.0,0.0,53.0,32.0
2015-04-09,Ho Chi Minh City,37.0,27.0,0.0,54.0,32.0
2015-04-10,Ho Chi Minh City,38.0,27.0,0.0,54.0,32.5
2015-04-11,Ho Chi Minh City,36.0,27.0,0.0,59.0,31.5
2015-04-12,Ho Chi Minh City,37.0,27.0,6.0,58.0,32.0
2015-04-13,Ho Chi Minh City,28.0,27.0,24.6,69.0,27.5
2015-04-14,Ho Chi Minh City,36.0,25.0,1.2,64.0,30.5
2015-04-15,Ho Chi Minh City,35.0,26.0,1.9,65.0,30.5
2015-04-16,Ho Chi Minh City,36.0,27.0,0.4,59.0,31.5
2015-04-17,Ho Chi Minh City,35.0,27.0,0.0,60.0,31.0
2015-04-18,Ho Chi Minh City,36.0,27.0,0.0,61.0,31.5
2015-04-19,Ho Chi Minh City,36.0,27.0,0.0,61.0,31.5
2015-04-20,Ho Chi Minh City,37.0,28.0,1.4,60.0,32.5
2015-04-21,Ho Chi Minh City,38.0,30.0,0.2,58.0,34.0
2015-04-22,Ho Chi Minh City,36.0,28.0,1.7,64.0,32.0
2015-04-23,Ho Chi Minh City,36.0,28.0,1.8,60.0,32.0
2015-04-24,Ho Chi Minh City,37.0,28.0,3.3,57.0,32.5
2015-04-25,Ho Chi Minh City,36.0,28.0,1.5,56.0,32.0
2015-04-26,Ho Chi Minh City,36.0,27.0,0.4,55.0,31.5
2015-04-27,Ho Chi Minh City,35.0,28.0,17.2,60.0,31.5
2015-04-28,Ho Chi Minh City,34.0,27.0,6.4,68.0,30.5
2015-04-29,Ho Chi Minh City,35.0,28.0,12.5,66.0,31.5
2015-04-30,Ho Chi Minh City,36.0,27.0,0.0,63.0,31.5
2015-05-01,Ho Chi Minh City,36.0,28.0,4.0,64.0,32.0
2015-05-02,Ho Chi Minh City,35.0,28.0,13.4,66.0,31.5
2015-05-03,Ho Chi Minh City,35.0,28.0,5.6,65.0,31.5
2015-05-04,Ho Chi Minh City,36.0,28.0,10.7,64.0,32.0
2015-05-05,Ho Chi Minh City,35.0,28.0,7.9,67.0,31.5
2015-05-06,Ho Chi Minh City,36.0,28.0,19.4,66.0,32.0
2015-05-07,Ho Chi Minh City,35.0,28.0,13.0,65.0,31.5
2015-05-08,Ho Chi Minh City,34.0,28.0,6.4,67.0,31.0
2015-05-09,Ho Chi Minh City,35.0,28.0,14.3,68.0,31.5
2015-05-10,Ho Chi Minh City,35.0,28.0,7.9,67.0,31.5
2015-05-11,Ho Chi Minh City,35.0,29.0,13.0,66.0,32.0
2015-05-12,Ho Chi Minh City,35.0,28.0,4.1,64.0,31.5
2015-05-13,Ho Chi Minh City,36.0,28.0,2.1,64.0,32.0
2015-05-14,Ho Chi Minh City,36.0,28.0,0.6,63.0,32.0
2015-05-15,Ho Chi Minh City,35.0,28.0,14.7,65.0,31.5
2015-05-16,Ho Chi Minh City,35.0,28.0,8.0,68.0,31.5
2015-05-17,Ho Chi Minh City,34.0,28.0,25.5,69.0,31.0
2015-05-18,Ho Chi Minh City,37.0,28.0,13.6,63.0,32.5
2015-05-19,Ho Chi Minh City,36.0,29.0,6.8,66.0,32.5
2015-05-20,Ho Chi Minh City,35.0,28.0,30.9,68.0,31.5
2015-05-21,Ho Chi Minh City,35.0,29.0,4.4,68.0,32.0
2015-05-22,Ho Chi Minh City,34.0,29.0,25.9,72.0,31.5
2015-05-23,Ho Chi Minh City,35.0,28.0,11.2,67.0,31.5
2015-05-24,Ho Chi Minh City,35.0,28.0,3.1,65.0,31.5
2015-05-25,Ho Chi Minh City,34.0,28.0,11.6,69.0,31.0
2015-05-26,Ho Chi Minh City,34.0,28.0,28.0,70.0,31.0
2015-05-27,Ho Chi Minh City,34.0,28.0,7.9,70.0,31.0
2015-05-28,Ho Chi Minh City,35.0,27.0,0.3,66.0,31.0
2015-05-29,Ho Chi Minh City,36.0,28.0,5.1,67.0,32.0
2015-05-30,Ho Chi Minh City,34.0,28.0,10.8,66.0,31.0
2015-05-31,Ho Chi Minh City,34.0,28.0,24.4,69.0,31.0
2015-06-01,Ho Chi Minh City,34.0,28.0,11.2,72.0,31.0
2015-06-02,Ho Chi Minh City,34.0,28.0,16.7,73.0,31.0
2015-06-03,Ho Chi Minh City,34.0,27.0,3.2,71.0,30.5
2015-06-04,Ho Chi Minh City,35.0,28.0,0.0,66.0,31.5
2015-06-05,Ho Chi Minh City,34.0,28.0,5.9,68.0,31.0
2015-06-06,Ho Chi Minh City,34.0,28.0,6.9,72.0,31.0
2015-06-07,Ho Chi Minh City,34.0,28.0,10.2,72.0,31.0
2015-06-08,Ho Chi Minh City,35.0,28.0,7.2,70.0,31.5
2015-06-09,Ho Chi Minh City,35.0,28.0,4.4,70.0,31.5
2015-06-10,Ho Chi Minh City,35.0,28.0,16.7,73.0,31.5
2015-06-11,Ho Chi Minh City,35.0,28.0,4.9,70.0,31.5
2015-06-12,Ho Chi Minh City,34.0,28.0,17.1,71.0,31.0
2015-06-13,Ho Chi Minh City,35.0,28.0,36.9,72.0,31.5
2015-06-14,Ho Chi Minh City,34.0,27.0,35.4,76.0,30.5
2015-06-15,Ho Chi Minh City,32.0,27.0,0.7,74.0,29.5
2015-06-16,Ho Chi Minh City,32.0,26.0,6.7,77.0,29.0
2015-06-17,Ho Chi Minh City,30.0,26.0,36.9,84.0,28.0
2015-06-18,Ho Chi Minh City,32.0,26.0,12.5,74.0,29.0
2015-06-19,Ho Chi Minh City,33.0,26.0,12.4,74.0,29.5
2015-06-20,Ho Chi Minh City,33.0,26.0,17.2,75.0,29.5
2015-06-21,Ho Chi Minh City,32.0,26.0,21.5,77.0,29.0
2015-06-22,Ho Chi Minh City,31.0,26.0,16.8,77.0,28.5
2015-06-23,Ho Chi Minh City,31.0,26.0,14.0,78.0,28.5
2015-06-24,Ho Chi Minh City,32.0,26.0,7.7,78.0,29.0
2015-06-25,Ho Chi Minh City,31.0,25.0,9.2,81.0,28.0
2015-06-26,Ho Chi Minh City,32.0,25.0,17.1,74.0,28.5
2015-06-27,Ho Chi Minh City,33.0,25.0,14.9,72.0,29.0
2015-06-28,Ho Chi Minh City,34.0,26.0,4.6,74.0,30.0
2015-06-29,Ho Chi Minh City,33.0,26.0,41.6,75.0,29.5
2015-06-30,Ho Chi Minh City,34.0,26.0,5.8,71.0,30.0
2015-07-01,Ho Chi Minh City,35.0,26.0,6.5,69.0,30.5
2015-07-02,Ho Chi Minh City,33.0,26.0,43.7,76.0,29.5
2015-07-03,Ho Chi Minh City,33.0,26.0,16.3,74.0,29.5
2015-07-04,Ho Chi Minh City,34.0,26.0,13.1,73.0,30.0
2015-07-05,Ho Chi Minh City,33.0,27.0,6.6,73.0,30.0
2015-07-06,Ho Chi Minh City,33.0,26.0,24.6,75.0,29.5
2015-07-07,Ho Chi Minh City,34.0,26.0,24.7,76.0,30.0
2015-07-08,Ho Chi Minh City,33.0,26.0,30.7,78.0,29.5
2015-07-09,Ho Chi Minh City,29.0,26.0,12.2,82.0,27.5
2015-07-10,Ho Chi Minh City,32.0,25.0,12.9,77.0,28.5
2015-07-11,Ho Chi Minh City,33.0,25.0,16.3,75.0,29.0
2015-07-12,Ho Chi Minh City,33.0,26.0,28.9,78.0,29.5
2015-07-13,Ho Chi Minh City,31.0,25.0,30.1,82.0,28.0
2015-07-14,Ho Chi Minh City,32.0,26.0,23.8,79.0,29.0
2015-07-15,Ho Chi Minh City,32.0,26.0,32.8,78.0,29.0
2015-07-16,Ho Chi Minh City,33.0,26.0,5.4,72.0,29.5
2015-07-17,Ho Chi Minh City,33.0,26.0,20.4,74.0,29.5
2015-07-18,Ho Chi Minh City,31.0,26.0,17.9,77.0,28.5
2015-07-19,Ho Chi Minh City,30.0,26.0,15.6,85.0,28.0
2015-07-20,Ho Chi Minh City,32.0,25.0,8.0,83.0,28.5
2015-07-21,Ho Chi Minh City,32.0,26.0,7.8,79.0,29.0
2015-07-22,Ho Chi Minh City,34.0,25.0,0.0,70.0,29.5
2015-07-23,Ho Chi Minh City,33.0,26.0,10.1,74.0,29.5
2015-07-24,Ho Chi Minh City,34.0,26.0,3.8,73.0,30.0
2015-07-25,Ho Chi Minh City,33.0,26.0,9.5,75.0,29.5
2015-07-26,Ho Chi Minh City,34.0,26.0,3.4,72.0,30.0
2015-07-27,Ho Chi Minh City,34.0,27.0,4.9,70.0,30.5
2015-07-28,Ho Chi Minh City,33.0,27.0,7.3,73.0,30.0
2015-07-29,Ho Chi Minh City,33.0,27.0,17.3,75.0,30.0
2015-07-30,Ho Chi Minh City,32.0,26.0,31.6,78.0,29.0
2015-07-31,Ho Chi Minh City,32.0,25.0,6.6,73.0,28.5
2015-08-01,Ho Chi Minh City,34.0,26.0,18.4,73.0,30.0
2015-08-02,Ho Chi Minh City,32.0,26.0,12.7,76.0,29.0
2015-08-03,Ho Chi Minh City,31.0,27.0,47.9,78.0,29.0
2015-08-04,Ho Chi Minh City,32.0,26.0,5.5,75.0,29.0
2015-08-05,Ho Chi Minh City,32.0,26.0,8.0,73.0,29.0
2015-08-06,Ho Chi Minh City,31.0,26.0,24.9,78.0,28.5
2015-08-07,Ho Chi Minh City,31.0,26.0,28.6,80.0,28.5
2015-08-08,Ho Chi Minh City,32.0,25.0,11.1,80.0,28.5
2015-08-09,Ho Chi Minh City,30.0,26.0,20.1,81.0,28.0
2015-08-10,Ho Chi Minh City,32.0,25.0,17.0,79.0,28.5
2015-08-11,Ho Chi Minh City,31.0,26.0,38.7,79.0,28.5
2015-08-12,Ho Chi Minh City,33.0,26.0,22.3,80.0,29.5
2015-08-13,Ho Chi Minh City,33.0,27.0,5.2,79.0,30.0
2015-08-14,Ho Chi Minh City,33.0,27.0,8.7,79.0,30.0
2015-08-15,Ho Chi Minh City,33.0,27.0,9.8,77.0,30.0
2015-08-16,Ho Chi Minh City,33.0,27.0,13.8,76.0,30.0
2015-08-17,Ho Chi Minh City,34.0,26.0,26.8,75.0,30.0
2015-08-18,Ho Chi Minh City,34.0,26.0,3.4,73.0,30.0
2015-08-19,Ho Chi Minh City,34.0,27.0,10.5,76.0,30.5
2015-08-20,Ho Chi Minh City,33.0,26.0,13.1,77.0,29.5
2015-08-21,Ho Chi Minh City,33.0,26.0,17.6,78.0,29.5
2015-08-22,Ho Chi Minh City,33.0,26.0,12.9,77.0,29.5
2015-08-23,Ho Chi Minh City,34.0,26.0,9.6,74.0,30.0
2015-08-24,Ho Chi Minh City,33.0,26.0,32.4,77.0,29.5
2015-08-25,Ho Chi Minh City,32.0,26.0,47.1,80.0,29.0
2015-08-26,Ho Chi Minh City,32.0,26.0,19.7,81.0,29.0
2015-08-27,Ho Chi Minh City,32.0,25.0,0.4,75.0,28.5
2015-08-28,Ho Chi Minh City,33.0,27.0,2.3,73.0,30.0
2015-08-29,Ho Chi Minh City,32.0,26.0,5.2,77.0,29.0
2015-08-30,Ho Chi Minh City,33.0,26.0,9.4,75.0,29.5
2015-08-31,Ho Chi Minh City,32.0,26.0,21.2,77.0,29.0
2015-09-01,Ho Chi Minh City,31.0,26.0,7.0,78.0,28.5
2015-09-02,Ho Chi Minh City,32.0,26.0,4.4,74.0,29.0
2015-09-03,Ho Chi Minh City,34.0,26.0,9.8,75.0,30.0
2015-09-04,Ho Chi Minh City,33.0,27.0,2.0,72.0,30.0
2015-09-05,Ho Chi Minh City,31.0,25.0,6.8,83.0,28.0
2015-09-06,Ho Chi Minh City,31.0,25.0,5.5,84.0,28.0
2015-09-07,Ho Chi Minh City,35.0,26.0,5.0,72.0,30.5
2015-09-08,Ho Chi Minh City,31.0,27.0,10.2,79.0,29.0
2015-09-09,Ho Chi Minh City,30.0,26.0,5.8,84.0,28.0
2015-09-10,Ho Chi Minh City,32.0,26.0,6.0,78.0,29.0
2015-09-11,Ho Chi Minh City,32.0,25.0,2.2,74.0,28.5
2015-09-12,Ho Chi Minh City,33.0,26.0,24.4,77.0,29.5
2015-09-13,Ho Chi Minh City,32.0,25.0,33.8,82.0,28.5
2015-09-14,Ho Chi Minh City,31.0,26.0,39.0,83.0,28.5
2015-09-15,Ho Chi Minh City,29.0,25.0,15.2,87.0,27.0
2015-09-16,Ho Chi Minh City,29.0,25.0,5.4,85.0,27.0
2015-09-17,Ho Chi Minh City,30.0,24.0,5.9,86.0,27.0
2015-09-18,Ho Chi Minh City,31.0,24.0,4.3,85.0,27.5
2015-09-19,Ho Chi Minh City,31.0,24.0,6.9,85.0,27.5
2015-09-20,Ho Chi Minh City,31.0,25.0,4.9,85.0,28.0
2015-09-21,Ho Chi Minh City,33.0,26.0,8.2,77.0,29.5
2015-09-22,Ho Chi Minh City,33.0,26.0,5.6,78.0,29.5
2015-09-23,Ho Chi Minh City,33.0,26.0,14.0,79.0,29.5
2015-09-24,Ho Chi Minh City,32.0,26.0,11.3,78.0,29.0
2015-09-25,Ho Chi Minh City,32.0,26.0,13.8,77.0,29.0
2015-09-26,Ho Chi Minh City,32.0,26.0,14.8,79.0,29.0
2015-09-27,Ho Chi Minh City,32.0,26.0,6.0,78.0,29.0
2015-09-28,Ho Chi Minh City,32.0,26.0,30.6,81.0,29.0
2015-09-29,Ho Chi Minh City,33.0,26.0,4.4,78.0,29.5
2015-09-30,Ho Chi Minh City,33.0,26.0,3.2,77.0,29.5
2015-10-01,Ho Chi Minh City,33.0,26.0,1.1,74.0,29.5
2015-10-02,Ho Chi Minh City,33.0,26.0,3.0,76.0,29.5
2015-10-03,Ho Chi Minh City,32.0,26.0,9.7,80.0,29.0
2015-10-04,Ho Chi Minh City,30.0,25.0,14.3,82.0,27.5
2015-10-05,Ho Chi Minh City,31.0,25.0,6.9,79.0,28.0
2015-10-06,Ho Chi Minh City,33.0,25.0,17.6,75.0,29.0
2015-10-07,Ho Chi Minh City,33.0,26.0,17.9,77.0,29.5
2015-10-08,Ho Chi Minh City,34.0,26.0,13.9,78.0,30.0
2015-10-09,Ho Chi Minh City,33.0,26.0,6.6,80.0,29.5
2015-10-10,Ho Chi Minh City,32.0,26.0,20.4,81.0,29.0
2015-10-11,Ho Chi Minh City,33.0,26.0,7.7,76.0,29.5
2015-10-12,Ho Chi Minh City,32.0,26.0,31.7,79.0,29.0
2015-10-13,Ho Chi Minh City,33.0,26.0,12.3,77.0,29.5
2015-10-14,Ho Chi Minh City,33.0,26.0,9.8,75.0,29.5
2015-10-15,Ho Chi Minh City,33.0,26.0,17.6,77.0,29.5
2015-10-16,Ho Chi Minh City,33.0,26.0,11.0,77.0,29.5
2015-10-17,Ho Chi Minh City,33.0,26.0,4.2,74.0,29.5
2015-10-18,Ho Chi Minh City,32.0,26.0,21.6,78.0,29.0
2015-10-19,Ho Chi Minh City,31.0,26.0,23.5,80.0,28.5
2015-10-20,Ho Chi Minh City,33.0,26.0,9.6,78.0,29.5
2015-10-21,Ho Chi Minh City,33.0,26.0,23.5,78.0,29.5
2015-10-22,Ho Chi Minh City,33.0,26.0,8.4,78.0,29.5
2015-10-23,Ho Chi Minh City,31.0,25.0,13.4,79.0,28.0
2015-10-24,Ho Chi Minh City,31.0,25.0,10.6,77.0,28.0
2015-10-25,Ho Chi Minh City,32.0,25.0,1.7,74.0,28.5
2015-10-26,Ho Chi Minh City,33.0,25.0,4.8,73.0,29.0
2015-10-27,Ho Chi Minh City,33.0,25.0,0.5,73.0,29.0
2015-10-28,Ho Chi Minh City,34.0,25.0,0.0,72.0,29.5
2015-10-29,Ho Chi Minh City,33.0,26.0,0.2,72.0,29.5
2015-10-30,Ho Chi Minh City,34.0,26.0,0.0,69.0,30.0
2015-10-31,Ho Chi Minh City,34.0,26.0,0.3,71.0,30.0
2015-11-01,Ho Chi Minh City,33.0,26.0,6.5,73.0,29.5
2015-11-02,Ho Chi Minh City,33.0,25.0,1.4,72.0,29.0
2015-11-03,Ho Chi Minh City,34.0,25.0,10.3,72.0,29.5
2015-11-04,Ho Chi Minh City,33.0,26.0,4.6,73.0,29.5
2015-11-05,Ho Chi Minh City,31.0,26.0,16.1,81.0,28.5
2015-11-06,Ho Chi Minh City,32.0,25.0,0.4,79.0,28.5
2015-11-07,Ho Chi Minh City,34.0,25.0,0.1,73.0,29.5
2015-11-08,Ho Chi Minh City,33.0,26.0,6.6,74.0,29.5
2015-11-09,Ho Chi Minh City,34.0,25.0,0.0,73.0,29.5
2015-11-10,Ho Chi Minh City,34.0,26.0,0.3,71.0,30.0
2015-11-11,Ho Chi Minh City,34.0,26.0,0.0,69.0,30.0
2015-11-12,Ho Chi Minh City,34.0,26.0,0.0,67.0,30.0
2015-11-13,Ho Chi Minh City,34.0,25.0,0.7,72.0,29.5
